k   ID_i   x  y  width  height
					
					
1	1	145.39	71.497	323.09	255.18
2	1	145.98	71.653	322.28	255.02
3	1	146.58	71.809	321.47	254.87
4	1	147.17	71.964	320.65	254.71
5	1	147.76	72.12	319.84	254.55
6	1	148.35	72.276	319.03	254.4
7	1	148.95	72.432	318.22	254.24
8	1	149.54	72.588	317.41	254.09
9	1	150.13	72.744	316.6	253.93
10	1	150.72	72.9	315.79	253.77
11	1	151.31	73.056	314.98	253.62
12	1	151.91	73.212	314.17	253.46
13	1	152.5	73.368	313.36	253.31
14	1	153.09	73.523	312.55	253.15
15	1	153.68	73.679	311.74	252.99
16	1	154.28	73.835	310.93	252.84
17	1	154.87	73.991	310.12	252.68
18	1	155.46	74.147	309.31	252.53
19	1	156.05	74.303	308.49	252.37
20	1	156.65	74.459	307.68	252.21
21	1	157.24	74.615	306.87	252.06
22	1	157.83	74.771	306.06	251.9
23	1	158.42	74.927	305.25	251.75
24	1	159.02	75.082	304.44	251.59
25	1	159.61	75.238	303.63	251.44
26	1	160.2	75.394	302.82	251.28
27	1	160.79	75.55	302.01	251.12
28	1	161.39	75.706	301.2	250.97
29	1	161.98	75.862	300.39	250.81
30	1	162.57	76.018	299.58	250.66
31	1	163.16	76.174	298.77	250.5
32	1	163.76	76.33	297.96	250.34
33	1	164.35	76.486	297.15	250.19
34	1	164.94	76.641	296.33	250.03
35	1	165.53	76.797	295.52	249.88
36	1	166.13	76.953	294.71	249.72
37	1	166.72	77.109	293.9	249.56
38	1	167.31	77.265	293.09	249.41
39	1	167.9	77.421	292.28	249.25
40	1	168.5	77.577	291.47	249.1
41	1	169.09	77.733	290.66	248.94
42	1	169.68	77.889	289.85	248.78
43	1	170.27	78.045	289.04	248.63
44	1	170.86	78.2	288.23	248.47
45	1	171.46	78.356	287.42	248.32
46	1	172.05	78.512	286.61	248.16
47	1	172.64	78.668	285.8	248.01
48	1	173.23	78.824	284.98	247.85
49	1	173.83	78.98	284.17	247.69
50	1	174.42	79.136	283.36	247.54
51	1	175.01	79.292	282.55	247.38
52	1	175.6	79.448	281.74	247.23
53	1	176.2	79.604	280.93	247.07
54	1	176.79	79.759	280.12	246.91
55	1	177.38	79.915	279.31	246.76
56	1	177.97	80.071	278.5	246.6
57	1	178.57	80.227	277.69	246.45
58	1	179.16	80.383	276.88	246.29
59	1	179.75	80.539	276.07	246.13
60	1	180.34	80.695	275.26	245.98
61	1	180.94	80.851	274.45	245.82
62	1	181.53	81.007	273.64	245.67
63	1	182.12	81.163	272.82	245.51
64	1	182.71	81.318	272.01	245.36
65	1	183.31	81.474	271.2	245.2
66	1	183.9	81.63	270.39	245.04
67	1	184.49	81.786	269.58	244.89
68	1	184.49	81.786	269.58	244.7
69	1	184.49	81.786	269.58	244.5
70	1	184.49	81.786	269.58	244.31
71	1	184.49	81.786	269.58	244.12
72	1	184.49	81.786	269.58	243.93
73	1	184.49	81.786	269.58	243.74
74	1	184.49	81.786	269.58	243.55
75	1	184.49	81.786	269.58	243.36
76	1	184.49	81.786	269.58	243.16
77	1	184.49	81.786	269.58	242.97
78	1	184.49	81.786	269.58	242.78
79	1	184.49	81.786	269.58	242.59
80	1	184.49	81.786	269.58	242.4
81	1	184.49	81.786	269.58	242.21
82	1	184.49	81.786	269.58	242.02
83	1	184.49	81.786	269.58	241.82
84	1	184.49	81.786	269.58	241.63
85	1	184.49	81.786	269.58	241.44
86	1	184.49	81.786	269.58	241.25
87	1	184.49	81.786	269.58	241.06
88	1	184.49	81.786	269.58	240.87
89	1	184.49	81.786	269.58	240.68
90	1	184.49	81.786	269.58	240.48
91	1	184.49	81.786	269.58	240.29
92	1	184.49	81.786	269.58	240.1
93	1	184.49	81.786	269.58	239.91
94	1	184.49	81.786	269.58	239.72
95	1	184.49	81.786	269.58	239.53
96	1	184.49	81.786	269.58	239.34
97	1	184.49	81.786	269.58	239.14
98	1	184.49	81.786	269.58	238.95
99	1	184.49	81.786	269.58	238.76
100	1	184.49	81.786	269.58	238.57
101	1	184.49	81.786	269.58	238.38
102	1	184.49	81.786	269.58	238.19
103	1	184.49	81.786	269.58	238
104	1	184.49	81.786	269.58	237.8
105	1	184.49	81.786	269.58	237.61
106	1	184.49	81.786	269.58	237.42
107	1	184.49	81.786	269.58	237.23
108	1	184.49	81.786	269.58	237.04
109	1	184.49	81.786	269.58	236.85
110	1	184.49	81.786	269.58	236.66
111	1	184.49	82.207	269.44	236.05
112	1	184.49	82.628	269.3	235.44
113	1	184.49	83.049	269.16	234.83
114	1	184.49	83.47	269.02	234.22
115	1	184.49	83.891	268.88	233.62
116	1	184.49	84.312	268.74	233.01
117	1	184.49	84.733	268.6	232.4
118	1	184.49	85.154	268.46	231.79
119	1	184.49	85.575	268.32	231.18
120	1	184.49	85.995	268.18	230.58
121	1	184.49	86.416	268.04	229.97
122	1	184.49	86.837	267.9	229.36
123	1	184.49	87.258	267.76	228.75
124	1	184.49	87.679	267.62	228.14
125	1	184.49	88.1	267.48	227.54
126	1	184.49	88.521	267.34	226.93
127	1	184.49	88.942	267.2	226.32
128	1	184.49	89.363	267.06	225.71
129	1	184.49	89.784	266.92	225.1
130	1	184.49	90.205	266.78	224.5
131	1	184.49	90.626	266.64	223.89
132	1	184.49	91.047	266.5	223.28
133	1	184.49	91.468	266.35	222.67
134	1	184.49	91.888	266.21	222.06
135	1	184.49	92.309	266.07	221.46
136	1	184.49	92.73	265.93	220.85
137	1	184.49	93.151	265.79	220.24
138	1	184.49	93.572	265.65	219.63
139	1	184.49	93.993	265.51	219.02
140	1	184.49	94.414	265.37	218.42
141	1	184.49	94.835	265.23	217.81
142	1	184.49	95.256	265.09	217.2
143	1	184.49	95.677	264.95	216.59
144	1	184.49	96.098	264.81	215.98
145	1	184.49	96.519	264.67	215.38
146	1	184.49	96.94	264.53	214.77
147	1	184.49	97.361	264.39	214.16
148	1	184.49	97.781	264.25	213.55
149	1	184.49	98.202	264.11	212.94
150	1	184.49	98.623	263.97	212.34
151	1	184.49	99.044	263.83	211.73
152	1	184.49	99.465	263.69	211.12
153	1	184.49	99.886	263.55	210.51
154	1	184.49	100.31	263.41	209.9
155	1	184.94	100.31	262.63	209.35
156	1	185.38	100.31	261.85	208.79
157	1	185.83	100.31	261.07	208.23
158	1	186.27	100.31	260.29	207.68
159	1	186.72	100.31	259.52	207.12
160	1	187.16	100.31	258.74	206.57
161	1	187.6	100.31	257.96	206.01
162	1	188.05	100.31	257.18	205.45
163	1	188.49	100.31	256.4	204.9
164	1	188.94	100.31	255.62	204.34
165	1	189.38	100.31	254.84	203.79
166	1	189.83	100.31	254.06	203.23
167	1	190.27	100.31	253.29	202.67
168	1	190.72	100.31	252.51	202.12
169	1	191.16	100.31	251.73	201.56
170	1	191.61	100.31	250.95	201
171	1	192.05	100.31	250.17	200.45
172	1	192.5	100.31	249.39	199.89
173	1	192.94	100.31	248.61	199.34
174	1	193.39	100.31	247.84	198.78
175	1	193.83	100.31	247.06	198.22
176	1	194.28	100.31	246.28	197.67
177	1	194.72	100.31	245.5	197.11
178	1	195.17	100.31	244.72	196.56
179	1	195.61	100.31	243.94	196
180	1	196.06	100.31	243.16	195.44
181	1	196.5	100.31	242.38	194.89
182	1	196.95	100.31	241.61	194.33
183	1	197.39	100.31	240.83	193.77
184	1	197.84	100.31	240.05	193.22
185	1	198.28	100.31	239.27	192.66
186	1	198.73	100.31	238.49	192.11
187	1	199.17	100.31	237.71	191.55
188	1	199.62	100.31	236.93	190.99
189	1	200.06	100.31	236.16	190.44
190	1	200.51	100.31	235.38	189.88
191	1	200.95	100.31	234.6	189.32
192	1	201.45	100.62	234.1	188.93
193	1	201.96	100.94	233.6	188.53
194	1	202.46	101.26	233.09	188.14
195	1	202.96	101.57	232.59	187.74
196	1	203.46	101.89	232.09	187.35
197	1	203.96	102.21	231.59	186.95
198	1	204.46	102.52	231.09	186.55
199	1	204.96	102.84	230.59	186.16
200	1	205.46	103.16	230.09	185.76
201	1	205.97	103.47	229.59	185.37
202	1	206.47	103.79	229.08	184.97
203	1	206.97	104.11	228.58	184.58
204	1	207.47	104.42	228.08	184.18
205	1	207.97	104.74	227.58	183.78
206	1	208.47	105.06	227.08	183.39
207	1	208.97	105.37	226.58	182.99
208	1	209.48	105.69	226.08	182.6
